"sample_name","sample_title","organism","strain","age","sex","tissue","collection_date","Dataset","Run","Sample","Replicate","GMCode","TZCode","Locus","Abbreviation","ChimpNumber","Alive","title","library_ID","design_description","library_strategy","library_source","library_selection","library_layout","platform","instrument_model","filetype","filename","filename2","Filename","SRR"
"170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ4_S16_L001","Dataset_3-TZ_51-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","4",1,,220,"B","Ch-51",51,"","Dataset_3-TZ_51-Locus_B","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ4_S16_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ4_S16_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ4_S16_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ4_S16_L001_R1_001.fastq.gz","SRR6809699"
"170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ4_S16_L001","Dataset_3-TZ_51-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","4",2,,220,"B","Ch-51",51,"","Dataset_3-TZ_51-Locus_B","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ4_S16_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ4_S16_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ4_S16_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ4_S16_L001_R1_001.fastq.gz","SRR6809698"
"170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ4_S16_L001","Dataset_3-TZ_51-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","4",3,,220,"B","Ch-51",51,"","Dataset_3-TZ_51-Locus_B","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ4_S16_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ4_S16_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ4_S16_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ4_S16_L001_R1_001.fastq.gz","SRR6809693"
"170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ4_S16_L001","Dataset_3-TZ_51-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","4",,,220,"B","Ch-51",51,"","Dataset_3-TZ_51-Locus_B","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ4_S16_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ4_S16_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ4_S16_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ4_S16_L001_R1_001.fastq.gz","SRR6809692"
"170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ4_S28_L001","Dataset_3-TZ_51-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","4",1,,220,"C","Ch-51",51,"","Dataset_3-TZ_51-Locus_C","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ4_S28_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ4_S28_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ4_S28_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ4_S28_L001_R1_001.fastq.gz","SRR6809695"
"170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ4_S28_L001","Dataset_3-TZ_51-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","4",2,,220,"C","Ch-51",51,"","Dataset_3-TZ_51-Locus_C","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ4_S28_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ4_S28_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ4_S28_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ4_S28_L001_R1_001.fastq.gz","SRR6809694"
"170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ4_S28_L001","Dataset_3-TZ_51-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","4",3,,220,"C","Ch-51",51,"","Dataset_3-TZ_51-Locus_C","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ4_S28_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ4_S28_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ4_S28_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ4_S28_L001_R1_001.fastq.gz","SRR6809691"
"170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ4_S28_L001","Dataset_3-TZ_51-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","4",,,220,"C","Ch-51",51,"","Dataset_3-TZ_51-Locus_C","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ4_S28_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ4_S28_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ4_S28_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ4_S28_L001_R1_001.fastq.gz","SRR6809690"
"170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ4_S40_L001","Dataset_3-TZ_51-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","4",1,,220,"D","Ch-51",51,"","Dataset_3-TZ_51-Locus_D","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ4_S40_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ4_S40_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ4_S40_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ4_S40_L001_R1_001.fastq.gz","SRR6809761"
"170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ4_S40_L001","Dataset_3-TZ_51-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","4",2,,220,"D","Ch-51",51,"","Dataset_3-TZ_51-Locus_D","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ4_S40_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ4_S40_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ4_S40_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ4_S40_L001_R1_001.fastq.gz","SRR6809762"
"170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ4_S40_L001","Dataset_3-TZ_51-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","4",3,,220,"D","Ch-51",51,"","Dataset_3-TZ_51-Locus_D","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ4_S40_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ4_S40_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ4_S40_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ4_S40_L001_R1_001.fastq.gz","SRR6809763"
"170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ4_S40_L001","Dataset_3-TZ_51-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","4",,,220,"D","Ch-51",51,"","Dataset_3-TZ_51-Locus_D","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ4_S40_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ4_S40_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ4_S40_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ4_S40_L001_R1_001.fastq.gz","SRR6809764"
"170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ5_S53_L001","Dataset_3-TZ_26-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","5",1,,254,"1","Ch-26",26,"","Dataset_3-TZ_26-Locus_1","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ5_S53_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ5_S53_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ5_S53_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ5_S53_L001_R1_001.fastq.gz","SRR6809757"
"170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ5_S53_L001","Dataset_3-TZ_26-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","5",2,,254,"1","Ch-26",26,"","Dataset_3-TZ_26-Locus_1","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ5_S53_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ5_S53_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ5_S53_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ5_S53_L001_R1_001.fastq.gz","SRR6809758"
"170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ5_S53_L001","Dataset_3-TZ_26-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","5",3,,254,"1","Ch-26",26,"","Dataset_3-TZ_26-Locus_1","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ5_S53_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ5_S53_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ5_S53_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ5_S53_L001_R1_001.fastq.gz","SRR6809759"
"170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ5_S53_L001","Dataset_3-TZ_26-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","5",,,254,"1","Ch-26",26,"","Dataset_3-TZ_26-Locus_1","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ5_S53_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ5_S53_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ5_S53_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ5_S53_L001_R1_001.fastq.gz","SRR6809760"
"170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ5_S65_L001","Dataset_3-TZ_26-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","5",1,,254,"2","Ch-26",26,"","Dataset_3-TZ_26-Locus_2","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ5_S65_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ5_S65_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ5_S65_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ5_S65_L001_R1_001.fastq.gz","SRR6809765"
"170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ5_S65_L001","Dataset_3-TZ_26-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","5",2,,254,"2","Ch-26",26,"","Dataset_3-TZ_26-Locus_2","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ5_S65_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ5_S65_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ5_S65_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ5_S65_L001_R1_001.fastq.gz","SRR6809790"
"170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ5_S65_L001","Dataset_3-TZ_26-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","5",3,,254,"2","Ch-26",26,"","Dataset_3-TZ_26-Locus_2","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ5_S65_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ5_S65_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ5_S65_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ5_S65_L001_R1_001.fastq.gz","SRR6809485"
"170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ5_S65_L001","Dataset_3-TZ_26-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","5",,,254,"2","Ch-26",26,"","Dataset_3-TZ_26-Locus_2","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ5_S65_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ5_S65_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ5_S65_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ5_S65_L001_R1_001.fastq.gz","SRR6809484"
"170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ5_S77_L001","Dataset_3-TZ_26-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","5",1,,254,"3","Ch-26",26,"","Dataset_3-TZ_26-Locus_3","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ5_S77_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ5_S77_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ5_S77_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ5_S77_L001_R1_001.fastq.gz","SRR6809483"
"170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ5_S77_L001","Dataset_3-TZ_26-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","5",2,,254,"3","Ch-26",26,"","Dataset_3-TZ_26-Locus_3","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ5_S77_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ5_S77_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ5_S77_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ5_S77_L001_R1_001.fastq.gz","SRR6809482"
"170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ5_S77_L001","Dataset_3-TZ_26-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","5",3,,254,"3","Ch-26",26,"","Dataset_3-TZ_26-Locus_3","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ5_S77_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ5_S77_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ5_S77_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ5_S77_L001_R1_001.fastq.gz","SRR6809489"
"170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ5_S77_L001","Dataset_3-TZ_26-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","5",,,254,"3","Ch-26",26,"","Dataset_3-TZ_26-Locus_3","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ5_S77_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ5_S77_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ5_S77_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ5_S77_L001_R1_001.fastq.gz","SRR6809488"
"170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ5_S89_L001","Dataset_3-TZ_26-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","5",1,,254,"4","Ch-26",26,"","Dataset_3-TZ_26-Locus_4","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ5_S89_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ5_S89_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ5_S89_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ5_S89_L001_R1_001.fastq.gz","SRR6809487"
"170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ5_S89_L001","Dataset_3-TZ_26-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","5",2,,254,"4","Ch-26",26,"","Dataset_3-TZ_26-Locus_4","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ5_S89_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ5_S89_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ5_S89_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ5_S89_L001_R1_001.fastq.gz","SRR6809486"
"170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ5_S89_L001","Dataset_3-TZ_26-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","5",3,,254,"4","Ch-26",26,"","Dataset_3-TZ_26-Locus_4","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ5_S89_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ5_S89_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ5_S89_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ5_S89_L001_R1_001.fastq.gz","SRR6809491"
"170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ5_S89_L001","Dataset_3-TZ_26-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","5",,,254,"4","Ch-26",26,"","Dataset_3-TZ_26-Locus_4","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ5_S89_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ5_S89_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ5_S89_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ5_S89_L001_R1_001.fastq.gz","SRR6809490"
"170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ5_S5_L001","Dataset_3-TZ_26-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","5",1,,254,"A","Ch-26",26,"","Dataset_3-TZ_26-Locus_A","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ5_S5_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ5_S5_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ5_S5_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ5_S5_L001_R1_001.fastq.gz","SRR6809624"
"170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ5_S5_L001","Dataset_3-TZ_26-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","5",2,,254,"A","Ch-26",26,"","Dataset_3-TZ_26-Locus_A","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ5_S5_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ5_S5_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ5_S5_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ5_S5_L001_R1_001.fastq.gz","SRR6809625"
"170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ5_S5_L001","Dataset_3-TZ_26-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","5",3,,254,"A","Ch-26",26,"","Dataset_3-TZ_26-Locus_A","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ5_S5_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ5_S5_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ5_S5_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ5_S5_L001_R1_001.fastq.gz","SRR6809622"
"170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ5_S5_L001","Dataset_3-TZ_26-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","5",,,254,"A","Ch-26",26,"","Dataset_3-TZ_26-Locus_A","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ5_S5_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ5_S5_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ5_S5_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ5_S5_L001_R1_001.fastq.gz","SRR6809623"
"170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ5_S17_L001","Dataset_3-TZ_26-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","5",1,,254,"B","Ch-26",26,"","Dataset_3-TZ_26-Locus_B","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ5_S17_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ5_S17_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ5_S17_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ5_S17_L001_R1_001.fastq.gz","SRR6809628"
